title,source_url,local_path,extraction_method
Spaceflight on the Bion-M1 biosatellite alters cerebral artery vasomotor and mechanical properties in mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4385880/,data\processed_text\Spaceflight on the BionM1 biosatellite alters cere.txt,HTML_EXTRACTION
Apollo Lunar Astronauts Show Higher Cardiovascular Disease Mortality: Possible Deep Space Radiation Effects on the Vascular Endothelium,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4964660/,data\processed_text\Apollo Lunar Astronauts Show Higher Cardiovascular.txt,HTML_EXTRACTION
Effects of age and exercise training on coronary microvascular smooth muscle phenotype and function,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5866446/,data\processed_text\Effects of age and exercise training on coronary m.txt,HTML_EXTRACTION
Impact of Spaceflight and Artificial Gravity on the Mouse Retina: Biochemical and Proteomic Analysis.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6165321/,data\processed_text\Impact of Spaceflight and Artificial Gravity on th.txt,HTML_EXTRACTION
Simulated microgravity induces regionally distinct neurovascular and structural remodeling of skeletal muscle and cutaneous arteries in the rat,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7339929/,data\processed_text\Simulated microgravity induces regionally distinct.txt,HTML_EXTRACTION
Spaceflight decelerates the epigenetic clock orchestrated with a global alteration in DNA methylome and transcriptome in the mouse retina,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8220224/,data\processed_text\Spaceflight decelerates the epigenetic clock orche.txt,HTML_EXTRACTION
Development of otolith receptors in Japanese quail.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2910419/,data\processed_text\Development of otolith receptors in Japanese quail.txt,HTML_EXTRACTION
Spatial and temporal characteristics of vestibular convergence,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3166430/,data\processed_text\Spatial and temporal characteristics of vestibular.txt,HTML_EXTRACTION
Bone remodeling is regulated by inner ear vestibular signals,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6615562/,data\processed_text\Bone remodeling is regulated by inner ear vestibul.txt,HTML_EXTRACTION
Simulated Microgravity Enhances Oligodendrocyte Mitochondrial Function and Lipid Metabolism,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7324008/,data\processed_text\Simulated Microgravity Enhances Oligodendrocyte Mi.txt,HTML_EXTRACTION
Human Neural Stem Cells Flown into Space Proliferate and Generate Young Neurons,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8412175/,data\processed_text\Human Neural Stem Cells Flown into Space Prolifera.txt,HTML_EXTRACTION
Delayed Maturation of Oligodendrocyte Progenitors by Microgravity: Implications for Multiple Sclerosis and Space Flight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10607959/,data\processed_text\Delayed Maturation of Oligodendrocyte Progenitors .txt,HTML_EXTRACTION
Space Microgravity Alters Neural Stem Cell Division: Implications for Brain Cancer Research on Earth and in Space,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9699585/,data\processed_text\Space Microgravity Alters Neural Stem Cell Divisio.txt,HTML_EXTRACTION
Oligodendrocyte Progenitors Display Enhanced Proliferation and Autophagy after Space Flight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9953055/,data\processed_text\Oligodendrocyte Progenitors Display Enhanced Proli.txt,HTML_EXTRACTION
Metabolomics profile of the secretome of space-flown oligodendrocytes.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10528075/,data\processed_text\Metabolomics profile of the secretome of spaceflow.txt,HTML_EXTRACTION
Metabolomic profiling of the secretome from human neural stem cells flown into space.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10813126/,data\processed_text\Metabolomic profiling of the secretome from human .txt,HTML_EXTRACTION
"Strategies, research priorities, and challenges for the exploration of space beyond low-Earth orbit",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10390562/,data\processed_text\Strategies research priorities and challenges for .txt,HTML_EXTRACTION
Spaceflight Induces Specific Alterations in the Proteomes of Arabidopsis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4290804/,data\processed_text\Spaceflight Induces Specific Alterations in the Pr.txt,HTML_EXTRACTION
The effect of spaceflight on the gravity-sensing auxin gradient of roots: GFP reporter gene microscopy on orbit.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515520/,data\processed_text\The effect of spaceflight on the gravitysensing au.txt,HTML_EXTRACTION
Skewing in Arabidopsis roots involves disparate environmental signaling pathways.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5286820/,data\processed_text\Skewing in Arabidopsis roots involves disparate en.txt,HTML_EXTRACTION
Genetic dissection of the Arabidopsis spaceflight transcriptome: Are some responses dispensable for the physiological adaptation of plants to spaceflight?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5491145/,data\processed_text\Genetic dissection of the Arabidopsis spaceflight .txt,HTML_EXTRACTION
Phenotypic characterization of an Arabidopsis T- DNA insertion line SALK_063500,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5996828/,data\processed_text\Phenotypic characterization of an Arabidopsis T DN.txt,HTML_EXTRACTION
Utilization of single‚Äêimage normalized difference vegetation index (SI‚ÄêNDVI) for early plant stress detection,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6201722/,data\processed_text\Utilization of singleÄêimage normalized difference.txt,HTML_EXTRACTION
Comparing RNA-Seq and microarray gene expression data in two zones of the Arabidopsis root apex relevant to spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6240453/,data\processed_text\Comparing RNASeq and microarray gene expression da.txt,HTML_EXTRACTION
Spaceflight-induced alternative splicing during seedling development in Arabidopsis thaliana.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6447593/,data\processed_text\Spaceflightinduced alternative splicing during see.txt,HTML_EXTRACTION
The Plant Health Monitoring System of the EDEN ISS Space Greenhouse in Antarctica during the 2018 experiment phase,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7264257/,data\processed_text\The Plant Health Monitoring System of the EDEN ISS.txt,HTML_EXTRACTION
Root skewing-associated genes impact the spaceflight response of Arabidopsis thaliana.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7064724/,data\processed_text\Root skewingassociated genes impact the spacefligh.txt,HTML_EXTRACTION
Articular cartilage and sternal fibrocartilage respond differently to extended microgravity.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6379395/,data\processed_text\Articular cartilage and sternal fibrocartilage res.txt,HTML_EXTRACTION
Host-microbe interactions in microgravity: assessment and implications.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4187166/,data\processed_text\Hostmicrobe interactions in microgravity assessmen.txt,HTML_EXTRACTION
Environmental cues and symbiont microbe-associated molecular patterns function in concert to drive the daily remodelling of the crypt-cell brush border of the Euprymna scolopes light organ,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5219934/,data\processed_text\Environmental cues and symbiont microbeassociated .txt,HTML_EXTRACTION
Symbiotic organs shaped by distinct modes of genome evolution in cephalopods.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6386654/,data\processed_text\Symbiotic organs shaped by distinct modes of genom.txt,HTML_EXTRACTION
Modeled microgravity alters lipopolysaccharide and outer membrane vesicle production of the beneficial symbiont Vibrio fischeri,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7940393/,data\processed_text\Modeled microgravity alters lipopolysaccharide and.txt,HTML_EXTRACTION
Emergence of novel cephalopod gene regulation and expression through large-scale genome reorganization,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9023564/,data\processed_text\Emergence of novel cephalopod gene regulation and .txt,HTML_EXTRACTION
Modeled microgravity alters apoptotic gene expression and caspase activity in the squid-vibrio symbiosis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9389742/,data\processed_text\Modeled microgravity alters apoptotic gene express.txt,HTML_EXTRACTION
In vitro generation of mechanically functional cartilage grafts based on adult human stem cells and 3D-woven poly(epsilon-caprolactone) scaffolds,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2824534/,data\processed_text\In vitro generation of mechanically functional car.txt,HTML_EXTRACTION
Chondrogenesis and mineralization during in vitro culture of human mesenchymal stem cells on three-dimensional woven scaffolds,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2991213/,data\processed_text\Chondrogenesis and mineralization during in vitro .txt,HTML_EXTRACTION
Microbiome metadata standards: Report of the National Microbiome Data Collaborative's workshop and follow-on activities.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8269219/,data\processed_text\Microbiome metadata standards Report of the Nation.txt,HTML_EXTRACTION
Spaceflight alters host-gut microbiota interactions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11362537/,data\processed_text\Spaceflight alters hostgut microbiota interactions.txt,HTML_EXTRACTION
Asparagine biosynthesis as a mechanism of increased host lethality induced by Serratia marcescens in simulated microgravity environments,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9111996/,data\processed_text\Asparagine biosynthesis as a mechanism of increase.txt,HTML_EXTRACTION
Comparative genomic analysis of Cohnella hashimotonis sp. nov. isolated from the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10308117/,data\processed_text\Comparative genomic analysis of Cohnella hashimoto.txt,HTML_EXTRACTION
Characterization of metagenome-assembled genomes from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10233975/,data\processed_text\Characterization of metagenomeassembled genomes fr.txt,HTML_EXTRACTION
Biocontrol in built environments to reduce pathogen exposure and infection risk.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10848226/,data\processed_text\Biocontrol in built environments to reduce pathoge.txt,HTML_EXTRACTION
Extracellular nucleotides elicit cytosolic free calcium oscillations in Arabidopsis.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3329368/,data\processed_text\Extracellular nucleotides elicit cytosolic free ca.txt,HTML_EXTRACTION
"Calcium, mechanical signaling, and tip growth",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12008199/,data\processed_text\Calcium mechanical signaling and tip growth.txt,HTML_EXTRACTION
Gravitropism and mechanical signaling in plants.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12008199/,data\processed_text\Gravitropism and mechanical signaling in plants.txt,HTML_EXTRACTION
"Salt stress-induced Ca2+ waves are associated with rapid, long-distance root-to-shoot signaling in plants.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4035928/,data\processed_text\Salt stressinduced Ca2 waves are associated with r.txt,HTML_EXTRACTION
Gravitropic signaling in plants,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12008199/,data\processed_text\Gravitropic signaling in plants.txt,HTML_EXTRACTION
A ROS-assisted calcium wave dependent on AtRBOHD and TPC1 propagates the systemic response to salt stress in Arabidopsis roots,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4936552/,data\processed_text\A ROSassisted calcium wave dependent on AtRBOHD an.txt,HTML_EXTRACTION
"ROS, calcium and electric signals: Key mediators of rapid systemic signaling in plants",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7610290/,data\processed_text\ROS calcium and electric signals Key mediators of .txt,HTML_EXTRACTION
Real-time In Vivo Recording of Arabidopsis Calcium Signals During Insect Feeding Using a Fluorescent Biosensor,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5614317/,data\processed_text\Realtime In Vivo Recording of Arabidopsis Calcium .txt,HTML_EXTRACTION
"Orchestrating rapid long-distance signaling in plants with Ca2+ , ROS, and electrical signals",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5677518/,data\processed_text\Orchestrating rapid longdistance signaling in plan.txt,HTML_EXTRACTION
"Glutamate triggers long-distance, calcium-based plant defense signaling.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11850895/,data\processed_text\Glutamate triggers longdistance calciumbased plant.txt,HTML_EXTRACTION
Test of Arabidopsis Space Transcriptome: A discovery environment to explore multiple plant biology spaceflight experiments.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7076552/,data\processed_text\Test of Arabidopsis Space Transcriptome A discover.txt,HTML_EXTRACTION
Tonoplast-localized Ca2+ pumps regulate Ca2+ signals during pattern-triggered immunity in Arabidopsis thaliana.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7414185/,data\processed_text\Tonoplastlocalized Ca2 pumps regulate Ca2 signals .txt,HTML_EXTRACTION
The fast and the furious: Rapid long-range signaling in plants.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8133610/,data\processed_text\The fast and the furious Rapid longrange signaling.txt,HTML_EXTRACTION
Rad-Bio-App: A discovery environment for biologists to explore spaceflight-related radiation exposures,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8113475/,data\processed_text\RadBioApp A discovery environment for biologists t.txt,HTML_EXTRACTION
The vacuolar H+/Ca transporter CAX1 participates in submergence and anoxia stress responses.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9706465/,data\processed_text\The vacuolar HCa transporter CAX1 participates in .txt,HTML_EXTRACTION
Meta-analysis of the space flight and microgravity response of the Arabidopsis plant transcriptome,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10027818/,data\processed_text\Metaanalysis of the space flight and microgravity .txt,HTML_EXTRACTION
"Low-dose, ionizing radiation and age-related changes in skeletal microarchitecture",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3337602/,data\processed_text\Lowdose ionizing radiation and agerelated changes .txt,HTML_EXTRACTION
Ionizing Radiation Stimulates Expression of Pro-Osteoclastogenic Genes in Marrow and Skeletal Tissue,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4490751/,data\processed_text\Ionizing Radiation Stimulates Expression of ProOst.txt,HTML_EXTRACTION
Preservation of Multiple Mammalian Tissues to Maximize Science Return from Ground Based and Spaceflight Experiments,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5132293/,data\processed_text\Preservation of Multiple Mammalian Tissues to Maxi.txt,HTML_EXTRACTION
Hindlimb Unloading: Rodent Analog for Microgravity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11747068/,data\processed_text\Hindlimb Unloading Rodent Analog for Microgravity.txt,HTML_EXTRACTION
Redox Signaling and Its Impact on Skeletal and Vascular Responses to Spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5666834/,data\processed_text\Redox Signaling and Its Impact on Skeletal and Vas.txt,HTML_EXTRACTION
Influence of social isolation during prolonged simulated weightlessness by hindlimb unloading,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6753329/,data\processed_text\Influence of social isolation during prolonged sim.txt,HTML_EXTRACTION
Validation of a new Rodent experimental System to investigate consequences of Long Duration Space Habitation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012842/,data\processed_text\Validation of a new Rodent experimental System to .txt,HTML_EXTRACTION
Skeletal tissue regulation by catalase over-expression in mitochondria,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4405755/,data\processed_text\Skeletal tissue regulation by catalase overexpress.txt,HTML_EXTRACTION
Overexpression of catalase in mitochondria mitigates changes in hippocampal cytokine expression following simulated microgravity and isolation.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8260663/,data\processed_text\Overexpression of catalase in mitochondria mitigat.txt,HTML_EXTRACTION
An extensive allelic series of Drosophila kae1 mutants reveals diverse and tissue-specific requirements for t6A biogenesis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4647464/,data\processed_text\An extensive allelic series of Drosophila kae1 mut.txt,HTML_EXTRACTION
Novel Organelles with Elements of Bacterial and Eukaryotic Secretion Systems Weaponize Parasites of Drosophila,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5659752/,data\processed_text\Novel Organelles with Elements of Bacterial and Eu.txt,HTML_EXTRACTION
A combined computational strategy of sequence and structural analysis predicts the existence of a functional eicosanoid pathway in Drosophila melanogaster.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6372189/,data\processed_text\A combined computational strategy of sequence and .txt,HTML_EXTRACTION
Immune suppressive extracellular vesicle proteins of Leptopilina heterotoma are encoded in the wasp genome.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6945029/,data\processed_text\Immune suppressive extracellular vesicle proteins .txt,HTML_EXTRACTION
Spaceflight and simulated microgravity conditions increase virulence of Serratia marcescens in the Drosophila melanogaster infection model.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7000411/,data\processed_text\Spaceflight and simulated microgravity conditions .txt,HTML_EXTRACTION
A parasitoid wasp of Drosophila employs preemptive and reactive strategies to deplete its host's blood cells,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8191917/,data\processed_text\A parasitoid wasp of Drosophila employs preemptive.txt,HTML_EXTRACTION
In Silico Analysis of a Drosophila Parasitoid Venom Peptide Reveals Prevalence of the Cation‚ÄìPolar‚ÄìCation Clip Motif in Knottin Proteins,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9865768/,data\processed_text\In Silico Analysis of a Drosophila Parasitoid Veno.txt,HTML_EXTRACTION
Drosophila parasitoids go to space: Unexpected effects of spaceflight on hosts and their parasitoids.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10797188/,data\processed_text\Drosophila parasitoids go to space Unexpected effe.txt,HTML_EXTRACTION
Drosophila parasitoids go to space: Unexpected effects of spaceflight on hosts and their parasitoids,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10797188/,data\processed_text\Drosophila parasitoids go to space Unexpected effe.txt,HTML_EXTRACTION
Simultaneous exposure of cultured human lymphoblastic cells to simulated microgravity and radiation increases chromosome aberrations,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7555395/,data\processed_text\Simultaneous exposure of cultured human lymphoblas.txt,HTML_EXTRACTION
Genes required for survival in microgravity revealed by genome-wide yeast deletion collections cultured during spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4309212/,data\processed_text\Genes required for survival in microgravity reveal.txt,HTML_EXTRACTION
Physical Forces Modulate Oxidative Status and Stress Defense Meditated Metabolic Adaptation of Yeast Colonies: Spaceflight and Microgravity Simulations,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6560652/,data\processed_text\Physical Forces Modulate Oxidative Status and Stre.txt,HTML_EXTRACTION
Effects of space flight on mouse liver versus kidney: Gene pathway analyses.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6321533/,data\processed_text\Effects of space flight on mouse liver versus kidn.txt,HTML_EXTRACTION
Yeast in Space,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12040010/,data\processed_text\Yeast in Space.txt,HTML_EXTRACTION
Endocrine Effects of Space Flight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11833055/,data\processed_text\Endocrine Effects of Space Flight.txt,HTML_EXTRACTION
Role of shear stress on renal proximal tubular cells for nephrotoxicity assays,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9146534/,data\processed_text\Role of shear stress on renal proximal tubular cel.txt,HTML_EXTRACTION
Bone hemodynamic responses to changes in external pressure.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11492218/,data\processed_text\Bone hemodynamic responses to changes in external .txt,HTML_EXTRACTION
Back pain in space and post-flight spine injury: Mechanisms and countermeasure development,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6339989/,data\processed_text\Back pain in space and postflight spine injury Mec.txt,HTML_EXTRACTION
Fifteen days of microgravity causes growth in calvaria of mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4110898/,data\processed_text\Fifteen days of microgravity causes growth in calv.txt,HTML_EXTRACTION
Altered disc compression in children with idiopathic low back pain: an upright magnetic resonance imaging backpack study,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3947616/,data\processed_text\Altered disc compression in children with idiopath.txt,HTML_EXTRACTION
Spaceflight-induced bone loss alters failure mode and reduces bending strength in murine spinal segments.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5477841/,data\processed_text\Spaceflightinduced bone loss alters failure mode a.txt,HTML_EXTRACTION
Spaceflight-associated vascular remodeling and gene expression in mouse calvaria.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9139491/,data\processed_text\Spaceflightassociated vascular remodeling and gene.txt,HTML_EXTRACTION
"Exposure of Mycobacterium marinum to low-shear modeled microgravity: Effect on growth, the transcriptome and survival under stress.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515531/,data\processed_text\Exposure of Mycobacterium marinum to lowshear mode.txt,HTML_EXTRACTION
Effects of mechanostimulation on gravitropism and signal persistence in flax roots.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3258067/,data\processed_text\Effects of mechanostimulation on gravitropism and .txt,HTML_EXTRACTION
Oxygen dependency of germinating Brassica seeds.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10025027/,data\processed_text\Oxygen dependency of germinating Brassica seeds.txt,HTML_EXTRACTION
"Desiccation mitigates heat stress in the resurrection fern, Pleopeltis polypodioides",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7733933/,data\processed_text\Desiccation mitigates heat stress in the resurrect.txt,HTML_EXTRACTION
Transcription profile of auxin related genes during positively gravitropic hypocotyl curvature of Brassica rapa.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9105288/,data\processed_text\Transcription profile of auxin related genes durin.txt,HTML_EXTRACTION
High-gradient magnetic fields and starch metabolism: Results from a space experiment.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9617909/,data\processed_text\Highgradient magnetic fields and starch metabolism.txt,HTML_EXTRACTION
Lipid rafts and plant gravisensitivity.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9695138/,data\processed_text\Lipid rafts and plant gravisensitivity.txt,HTML_EXTRACTION
Expression and characterization of the bacterial mechanosensitive channel MscS in Xenopus laevis oocytes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3503204/,data\processed_text\Expression and characterization of the bacterial m.txt,HTML_EXTRACTION
United in Diversity: Mechanosensitive Ion Channels in Plants,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5896955/,data\processed_text\United in Diversity Mechanosensitive Ion Channels .txt,HTML_EXTRACTION
Expressing and Characterizing Mechanosensitive Channels in Xenopus Oocytes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4469364/,data\processed_text\Expressing and Characterizing Mechanosensitive Cha.txt,HTML_EXTRACTION
The ongoing search for the molecular basis of plant osmosensing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4411250/,data\processed_text\The ongoing search for the molecular basis of plan.txt,HTML_EXTRACTION
Plastid osmotic stress influences cell differentiation at the plant shoot apex.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5047659/,data\processed_text\Plastid osmotic stress influences cell differentia.txt,HTML_EXTRACTION
Spaceflight-induced synaptic modifications within hair cells of the mammalian utricle.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5454470/,data\processed_text\Spaceflightinduced synaptic modifications within h.txt,HTML_EXTRACTION
Effects of angular frequency during clinorotation on mesenchymal stem cell morphology and migration,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515506/,data\processed_text\Effects of angular frequency during clinorotation .txt,HTML_EXTRACTION
"The role of FGF-2 and BMP-2 in regulation of gene induction, cell proliferation and mineralization.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3044105/,data\processed_text\The role of FGF2 and BMP2 in regulation of gene in.txt,HTML_EXTRACTION
"Nutritional supplements, COX-2 and IGF-1 expression in men on active surveillance for prostate cancer.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3002170/,data\processed_text\Nutritional supplements COX2 and IGF1 expression i.txt,HTML_EXTRACTION
Hyperoxia inhibits T cell activation in mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11470607/,data\processed_text\Hyperoxia inhibits T cell activation in mice.txt,HTML_EXTRACTION
"Effects of gravitational mechanical unloading in endothelial cells: association between caveolins, inflammation and adhesion molecules",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3603133/,data\processed_text\Effects of gravitational mechanical unloading in e.txt,HTML_EXTRACTION
n-3 Polyunsaturated fatty acids supplementation in peripheral artery disease: the OMEGA-PAD trial,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6462350/,data\processed_text\n3 Polyunsaturated fatty acids supplementation in .txt,HTML_EXTRACTION
Molecular mechanisms underlying the enhanced functions of three-dimensional hepatocyte aggregates,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4012541/,data\processed_text\Molecular mechanisms underlying the enhanced funct.txt,HTML_EXTRACTION
Spaceflight alters expression of microRNA during T-cell activation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4653058/,data\processed_text\Spaceflight alters expression of microRNA during T.txt,HTML_EXTRACTION
Spaceflight impairs antigen-specific tolerance induction in vivo and increases inflammatory cytokines.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6137544/,data\processed_text\Spaceflight impairs antigenspecific tolerance indu.txt,HTML_EXTRACTION
"From cellular mechanotransduction to biologically inspired engineering: 2009 Pritzker Award Lecture, BMES Annual Meeting October 10, 2009.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2913424/,data\processed_text\From cellular mechanotransduction to biologically .txt,HTML_EXTRACTION
Crewmember microbiome may influence microbial composition of ISS habitable surfaces,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7190111/,data\processed_text\Crewmember microbiome may influence microbial comp.txt,HTML_EXTRACTION
Sierra Nevada sweep: Metagenomic measurements of bioaerosols vertically distributed across the troposphere.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7382458/,data\processed_text\Sierra Nevada sweep Metagenomic measurements of bi.txt,HTML_EXTRACTION
Draft Genome Sequences of Fungi Isolated from the International Space Station during the Microbial Tracking-2 Experiment,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8444978/,data\processed_text\Draft Genome Sequences of Fungi Isolated from the .txt,HTML_EXTRACTION
"Microbial tracking-2, a metagenomics analysis of bacteria and fungi onboard the International Space Station.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9241228/,data\processed_text\Microbial tracking2 a metagenomics analysis of bac.txt,HTML_EXTRACTION
Detection of Target Genes for Drug Repurposing to Treat Skeletal Muscle Atrophy in Mice Flown in Spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8953707/,data\processed_text\Detection of Target Genes for Drug Repurposing to .txt,HTML_EXTRACTION
Release of CD36-associated cell-free mitochondrial DNA and RNA as a hallmark of space environment response,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166646/,data\processed_text\Release of CD36associated cellfree mitochondrial D.txt,HTML_EXTRACTION
Increasing the number of unloading/reambulation cycles does not adversely impac body composition and lumbar bone mineral density but reduces tissue sensitivity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3747666/,data\processed_text\Increasing the number of unloadingreambulation cyc.txt,HTML_EXTRACTION
Bone shaft bending strength index is unaffected by exercise and unloading in mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4337661/,data\processed_text\Bone shaft bending strength index is unaffected by.txt,HTML_EXTRACTION
Focal enhancement of the skeleton to exercise correlates to mesenchymal stem cell responsivity rather than peak external forces.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4631774/,data\processed_text\Focal enhancement of the skeleton to exercise corr.txt,HTML_EXTRACTION
"Cytoskeletal configuration modulates mechanically induced changes in mesenchymal stem cell osteogenesis, morphology, and stiffness.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5052530/,data\processed_text\Cytoskeletal configuration modulates mechanically .txt,HTML_EXTRACTION
Genetic and tissue level muscle-bone interactions during unloading and reambulation.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5114340/,data\processed_text\Genetic and tissue level musclebone interactions d.txt,HTML_EXTRACTION
